http://www.wikidata.org/entity/Q20639318,ोमरो खान
http://www.wikidata.org/entity/Q34105,होस्नी मुबारक
http://www.wikidata.org/entity/Q5907962,होशंग शाह
http://www.wikidata.org/entity/Q627449,होतक राजवंश
http://www.wikidata.org/entity/Q1569078,हैदर अली
http://www.wikidata.org/entity/Q12250314,हैथम बिन तारिक अल-सईद
http://www.wikidata.org/entity/Q33635,हेमा मालिनी
http://www.wikidata.org/entity/Q473132,हुसैन हक्कानी
http://www.wikidata.org/entity/Q16052349,हुसैन शहाबी
http://www.wikidata.org/entity/Q3143464,हुसैन यी
http://www.wikidata.org/entity/Q461816,हुसैन मोहम्मद इरशाद
http://www.wikidata.org/entity/Q146906,हुसैन बिन तलाल
http://www.wikidata.org/entity/Q16208372,हुसैन दलवई
http://www.wikidata.org/entity/Q5949546,हुसैन कुवाजरवाला
http://www.wikidata.org/entity/Q112128,हुसैन
http://www.wikidata.org/entity/Q2046354,हुसेन शहीद सुहरावर्दी
http://www.wikidata.org/entity/Q12052777,हुमायून अहमद
http://www.wikidata.org/entity/Q174381,हुमायूँ राशिद चौधरी
http://www.wikidata.org/entity/Q5939753,हुमायूँ कबीर
http://www.wikidata.org/entity/Q486188,हुमायूँ
http://www.wikidata.org/entity/Q465840,हुमायरा बेगम
http://www.wikidata.org/entity/Q5936662,हुमा क़ुरैशी
http://www.wikidata.org/entity/Q469222,हुमा आबदीन
http://www.wikidata.org/entity/Q2423343,हुदा शारवी
http://www.wikidata.org/entity/Q183573,हुई लोग
http://www.wikidata.org/entity/Q5772283,हिसम-उद-दीन उस्ता
http://www.wikidata.org/entity/Q348593,हिशाम प्रथम
http://www.wikidata.org/entity/Q169640,हिशाम द्वितीय
http://www.wikidata.org/entity/Q716228,हिशाम इब्न अल-कल्बी
http://www.wikidata.org/entity/Q128332,हिशाम इब्न अब्द अल-मालिक
http://www.wikidata.org/entity/Q24237654,हिबतुल्लाह अखुंदज़ादा
http://www.wikidata.org/entity/Q254122,हिना रब्बानी खर
http://www.wikidata.org/entity/Q10948640,हिना खान
http://www.wikidata.org/entity/Q41053,हिजबुल्लाह
http://www.wikidata.org/entity/Q12052714,हिकमत अबू जयद
http://www.wikidata.org/entity/Q57634,हाशिम थाची
http://www.wikidata.org/entity/Q735128,हाशिम आमला
http://www.wikidata.org/entity/Q186111,हाशमी रफ़संजानी
http://www.wikidata.org/entity/Q1774915,हाशमी
http://www.wikidata.org/entity/Q3349961,हारून लोर्गट
http://www.wikidata.org/entity/Q5662930,हारून खान शेरवान
http://www.wikidata.org/entity/Q131002,हारुन अल रशीद
http://www.wikidata.org/entity/Q3695603,हामिद मीर
http://www.wikidata.org/entity/Q5644583,हामिद दलवाई
http://www.wikidata.org/entity/Q1419166,हामिद गुल
http://www.wikidata.org/entity/Q43944,हामिद करज़ई
http://www.wikidata.org/entity/Q20724398,हाफ़िज़ हफ़ीज़ुर्रहमान
http://www.wikidata.org/entity/Q2735272,हाफिज़ मुहम्मद सईद
http://www.wikidata.org/entity/Q6240,हाफ़िज़
http://www.wikidata.org/entity/Q3126773,हानी रमाद्बान
http://www.wikidata.org/entity/Q42740,हान चीनी
http://www.wikidata.org/entity/Q24572906,हादिया खालेफ अब्बास
http://www.wikidata.org/entity/Q5639905,हाजी मस्तान
http://www.wikidata.org/entity/Q12506,हागिया सोफिया
http://www.wikidata.org/entity/Q5640460,हाकिम अब्दुल अजीज
http://www.wikidata.org/entity/Q651785,हाइफ़ा वेहबे
http://www.wikidata.org/entity/Q20876694,हसीब हमीद
http://www.wikidata.org/entity/Q3764778,हसरत मोहानी
http://www.wikidata.org/entity/Q5679443,हसरत जयपुरी
http://www.wikidata.org/entity/Q27064092,हसनैन बक़ाई
http://www.wikidata.org/entity/Q57327,हसनल बोल्कियाह
http://www.wikidata.org/entity/Q315881,हसन-ए सब्बाह
http://www.wikidata.org/entity/Q348144,हसन रूहानी
http://www.wikidata.org/entity/Q2914593,हसन बेक मस्जिद
http://www.wikidata.org/entity/Q5679772,हसन नासिर
http://www.wikidata.org/entity/Q297667,हसन गॉल्ड एप्टीडॉन
http://www.wikidata.org/entity/Q5678200,हसन खां मेवाती
http://www.wikidata.org/entity/Q182914,हसन इब्न अली
http://www.wikidata.org/entity/Q1588081,हसन अली
http://www.wikidata.org/entity/Q293500,हसन अल बसरी
http://www.wikidata.org/entity/Q4665394,हवलदार अब्दुल हामिद
http://www.wikidata.org/entity/Q5642345,हलीमा याकूब
http://www.wikidata.org/entity/Q1110872,हलीमा अल-सादिया
http://www.wikidata.org/entity/Q3827613,हर्ब
http://www.wikidata.org/entity/Q1390715,हरिलाल मोहनदास गाँधी
http://www.wikidata.org/entity/Q5686100,हयात सिंदी
http://www.wikidata.org/entity/Q5645947,हमूदुर रहमान
http://www.wikidata.org/entity/Q3299940,हमीदा बानो बेगम
http://www.wikidata.org/entity/Q38799,हमास
http://www.wikidata.org/entity/Q57360,हमद बिन खलीफा अल थानी
http://www.wikidata.org/entity/Q57352,हमद बिन ईसा अल खलीफा
